chain,sample,tissue,histological site, lengthMean, nReads_covering_median
IGL,G61207.GTEX-YEC3-1026.3,Breast - Mammary Tissue,Breast,13.2222222222,1.0
IGL,G26705.GTEX-V955-0004-SM-3NMDH.1,Cells - EBV-transformed lymphocytes,Blood,12.2804878049,2.0
IGL,G42258.GTEX-X15G-0826.4,Esophagus - Mucosa,Esophagus,12.5531400966,1.0
IGL,G62740.GTEX-11EMC-0006.3,Whole Blood,Blood,12.5301379811,1.0
IGL,G34432.GTEX-XOTO-0011-R11B-SM-4B64O.3,Brain - Cerebellar Hemisphere,Brain,12.3333333333,1.0
IGL,G21065.GTEX-T2IS-0011-R2A-SM-32QPF.1,Brain - Substantia nigra,Brain,13.0,1.0
IGL,G47079.GTEX-YB5E-0726.3,Lung,Lung,12.5470676692,1.0
IGL,G63875.GTEX-11DXX-2326.2,Adipose - Subcutaneous,Adipose Tissue,12.25,4.0
IGL,G62129.GTEX-13JVG-0011-R7b.2,Brain - Putamen (basal ganglia),Brain,nan,nan
IGL,G18406.GTEX-QV44-0006-SM-2S1Q7.1,Whole Blood,Blood,12.6056338028,1.0
IGL,G22930.GTEX-UJHI-0006-SM-3DB8H.1,Whole Blood,Blood,12.6136662286,1.0
IGL,G65647.GTEX-11ZU8-0008.2,Cells - Transformed fibroblasts,Skin,nan,nan
IGL,G62883.GTEX-132NY-0926.3,Liver,Liver,12.5697674419,1.0
IGL,G18377.GTEX-QEG5-0526-SM-2S1PC.1,Nerve - Tibial,Nerve,12.5,1.0
IGL,G18708.GTEX-QXCU-0626-SM-2TC69.2,Lung,Lung,11.0,1.0
IGL,G62261.GTEX-11EM3-0005.2,Whole Blood,Blood,12.4858757062,1.0
IGL,G59531.GTEX-11TT1-2126.2,Breast - Mammary Tissue,Breast,12.5441176471,2.0
IGL,G64397.GTEX-14C38-2626.1,Colon - Transverse,Colon,12.2934579439,1.0
IGL,G25949.GTEX-WWYW-0011-R5A-SM-3NB3E.2,Brain - Caudate (basal ganglia),Brain,12.6666666667,1.0
IGL,G59939.GTEX-ZAK1-0626.2,Skin - Not Sun Exposed (Suprapubic),Skin,12.9523809524,1.0
IGL,G62510.GTEX-ZWKS-2826.2,Breast - Mammary Tissue,Breast,12.3333333333,3.0
IGL,G41201.GTEX-WOFM-1926.5,Colon - Sigmoid,Colon,12.5047782875,1.0
IGL,G33874.GTEX-N7MT-0226-SM-48TC3.1,Esophagus - Muscularis,Esophagus,12.6666666667,1.0
IGL,G33891.GTEX-PWOO-1526-SM-48TCK.1,Uterus,Uterus,12.6375,1.0
IGL,G65579.GTEX-WFG7-2026.3,Skin - Not Sun Exposed (Suprapubic),Skin,12.4444444444,1.0
IGL,G60383.GTEX-13FTW-1126.3,Liver,Liver,12.3571428571,1.0
IGL,G59639.GTEX-111CU-1426.3,Colon - Transverse,Colon,12.4555848725,1.0
IGL,G25168.GTEX-WI4N-0005-SM-3LK7E.1,Whole Blood,Blood,12.4390243902,2.0
IGL,G62162.GTEX-13OW7-2926.2,Brain - Cerebellum,Brain,12.4,1.0
IGL,G33987.GTEX-S341-1226-SM-4AD5S.3,Vagina,Vagina,12.380952381,1.0
IGL,G32821.GTEX-XAJ8-0008-SM-46MU7.2,Cells - Transformed fibroblasts,Skin,13.3333333333,1.0
IGL,G19427.GTEX-SIU8-0226-SM-2XCDS.1,Adipose - Subcutaneous,Adipose Tissue,12.5357142857,2.0
IGL,G18456.GTEX-P4QS-1826-SM-2S1NI.1,Artery - Tibial,Blood Vessel,12.0,1.5
IGL,G59163.GTEX-12WSG-2426.6,Colon - Sigmoid,Colon,12.8,1.0
IGL,G18454.GTEX-PWN1-0006-SM-2S1NG.1,Whole Blood,Blood,12.8387096774,1.0
IGL,G26602.GTEX-WYVS-2326-SM-3NMAI.1,Muscle - Skeletal,Muscle,12.3333333333,2.0
IGL,G19367.GTEX-S7SF-2226-SM-3K2BG.1,Artery - Tibial,Blood Vessel,12.5,1.0
IGL,G62201.GTEX-146FR-0426.2,Esophagus - Mucosa,Esophagus,12.6265060241,1.0
IGL,G34671.GTEX-SE5C-0426-SM-4BRUI.1,Artery - Coronary,Blood Vessel,12.3661971831,1.0
IGL,G53107.GTEX-11ILO-0626.3,Skin - Not Sun Exposed (Suprapubic),Skin,12.125,1.0
IGL,G38937.K-562-SM-4GICD.3,Cells - Leukemia cell line (CML),Bone Marrow,13.5,1.0
IGL,G26573.GTEX-P4PP-1026-SM-3NM9O.1,Pancreas,Pancreas,12.5,1.0
IGL,G35567.GTEX-X261-0011-R6B-SM-4E3J8.4,Brain - Nucleus accumbens (basal ganglia),Brain,12.3333333333,1.0
IGL,G40912.GTEX-WEY5-0008-SM-4LMKC.3,Cells - Transformed fibroblasts,Skin,nan,nan
IGL,G53829.GTEX-1314G-0826.2,Esophagus - Mucosa,Esophagus,12.4715328467,2.0
IGL,G63882.GTEX-ZA64-2126.2,Nerve - Tibial,Nerve,12.5294117647,1.0
IGL,G47098.GTEX-YFCO-0008.1,Cells - Transformed fibroblasts,Skin,13.5,1.0
IGL,G42352.GTEX-X4XY-1526.2,Artery - Aorta,Blood Vessel,12.6,1.0
IGL,G46751.GTEX-Y5LM-0626.1,Thyroid,Thyroid,12.4242424242,1.0
IGL,G32932.GTEX-RWS6-0826-SM-47JXF.3,Esophagus - Mucosa,Esophagus,12.5324675325,1.0
IGL,G62963.GTEX-133LE-0926.3,Adipose - Visceral (Omentum),Adipose Tissue,12.7567567568,1.0
IGL,G34258.GTEX-XBED-1526-SM-4AT5W.2,Colon - Transverse,Colon,12.4797637278,1.0
IGL,G62073.GTEX-13N1W-0526.2,Muscle - Skeletal,Muscle,13.5,1.5
IGL,G32813.GTEX-X585-0011-R5A-SM-46MVI.2,Brain - Caudate (basal ganglia),Brain,12.7142857143,1.0
IGL,G23495.GTEX-WFG8-2426-SM-3GILL.1,Muscle - Skeletal,Muscle,12.3333333333,3.0
IGL,G64240.GTEX-145MO-1526.1,Esophagus - Muscularis,Esophagus,12.0,1.0
IGL,G16647.GTEX-N7MT-0011-R10A.3,Brain - Frontal Cortex (BA9),Brain,12.4285714286,1.0
IGL,G46518.GTEX-Y111-2726.1,Brain - Cortex,Brain,12.5,1.0
IGL,G62680.GTEX-144GN-0426.2,Lung,Lung,12.569023569,1.0
IGL,G63123.K-562.2,Cells - Leukemia cell line (CML),Bone Marrow,nan,nan
IGL,G25669.GTEX-WOFL-0726-SM-3MJG4.1,Thyroid,Thyroid,12.619047619,1.0
IGL,G63891.GTEX-11EQ9-1826.2,Breast - Mammary Tissue,Breast,12.5,1.0
IGL,G18648.GTEX-RTLS-0326-SM-2TF6A.1,Nerve - Tibial,Nerve,12.4,1.0
IGL,G32794.GTEX-X8HC-1026-SM-46MWH.2,Heart - Atrial Appendage,Heart,12.8965517241,1.0
IGL,G35636.GTEX-ZQG8-0008.4,Cells - Transformed fibroblasts,Skin,12.8888888889,1.0
IGL,G35189.GTEX-T2IS-2226-SM-4DM65.1,Uterus,Uterus,12.3684210526,1.0
IGL,G62008.GTEX-13CF2-0011-R11b.2,Brain - Cerebellar Hemisphere,Brain,nan,nan
IGL,G63999.GTEX-14ABY-1126.1,Lung,Lung,12.5689655172,1.0
IGL,G53832.GTEX-12KS4-0826.2,Muscle - Skeletal,Muscle,12.5,1.0
IGL,G63058.GTEX-11TTK-1926.2,Kidney - Cortex,Kidney,12.4594594595,1.0
IGL,G63012.GTEX-13X6K-0011-R6a.3,Brain - Nucleus accumbens (basal ganglia),Brain,12.0,1.0
IGL,G32768.GTEX-X4XY-0326-SM-46MVZ.2,Adipose - Subcutaneous,Adipose Tissue,13.0,3.0
IGL,G62126.GTEX-13N2G-0011-R9b.2,Brain - Spinal cord (cervical c-1),Brain,12.5833333333,1.5
IGL,G47078.GTEX-YB5E-0626.3,Thyroid,Thyroid,11.6666666667,1.5
IGL,G60744.GTEX-139TU-0626.2,Breast - Mammary Tissue,Breast,12.52,2.0
IGL,G63050.GTEX-12126-0526.2,Muscle - Skeletal,Muscle,12.5,1.0
IGL,G65186.GTEX-11TT1-0008.2,Cells - Transformed fibroblasts,Skin,12.6666666667,1.0
IGL,G25690.GTEX-NPJ7-2926-SM-3MJGQ.1,Pituitary,Pituitary,12.2307692308,1.0
IGL,G34391.GTEX-XPT6-0008-SM-4B64Q.3,Cells - Transformed fibroblasts,Skin,12.4,1.0
IGL,G62715.GTEX-145LS-3026.2,Brain - Cerebellum,Brain,12.1666666667,1.0
IGL,G23312.GTEX-QVUS-0011-R6A-SM-3GACX.1,Brain - Nucleus accumbens (basal ganglia),Brain,12.4666666667,1.0
IGL,G61852.GTEX-145MF-0426.2,Artery - Tibial,Blood Vessel,12.3,1.0
IGL,G62884.GTEX-133LE-0326.3,Thyroid,Thyroid,12.6595744681,1.0
IGL,G59742.GTEX-117YX-2426.2,Nerve - Tibial,Nerve,13.0,2.0
IGL,G62231.GTEX-14BIL-0226.2,Adipose - Subcutaneous,Adipose Tissue,12.48,1.0
IGL,G62784.GTEX-13X6K-2826.3,Brain - Cerebellum,Brain,nan,nan
IGL,G32745.GTEX-RU1J-1326-SM-46MUL.2,Colon - Transverse,Colon,12.5850727388,1.0
IGL,G46843.GTEX-Y5LM-0226.1,Artery - Aorta,Blood Vessel,12.9230769231,1.0
IGL,G25653.GTEX-WRHU-0826-SM-3MJFN.1,Muscle - Skeletal,Muscle,nan,nan
IGL,G21094.GTEX-TMMY-0626-SM-33HBD.1,Artery - Tibial,Blood Vessel,12.55,1.0
IGL,G39644.GTEX-UJHI-0326-SM-4IHJE.2,Artery - Coronary,Blood Vessel,12.4782608696,1.0
IGL,G20857.GTEX-O5YT-0526-SM-32PK8.1,Lung,Lung,12.5597609562,2.0
IGL,G34314.GTEX-S95S-0008-SM-4AT5M.2,Cells - Transformed fibroblasts,Skin,12.0,1.0
IGL,G21104.GTEX-TMMY-0005-SM-33HBN.1,Whole Blood,Blood,12.3867753623,2.0
IGL,G53084.GTEX-11GSP-3126.3,Brain - Cerebellum,Brain,12.6,1.0
IGL,G62264.GTEX-ZZPT-1426.2,Esophagus - Mucosa,Esophagus,12.6910420475,2.0
IGL,G62709.GTEX-145LT-1626.2,Muscle - Skeletal,Muscle,12.8,1.0
IGL,G47164.GTEX-YECK-0426.1,Nerve - Tibial,Nerve,12.487804878,2.0
IGL,G25658.GTEX-WVLH-0011-R4A-SM-3MJFS.1,Brain - Amygdala,Brain,13.0,1.0
IGL,G26790.GTEX-P4PP-2526-SM-3P61P.2,Vagina,Vagina,12.3181818182,1.0
IGL,G63218.GTEX-145MH-0011-R1b.2,Brain - Hippocampus,Brain,13.5,1.0
IGL,G33925.GTEX-OOBJ-0526-SM-48TDK.1,Lung,Lung,12.4361022364,1.0
IGL,G20921.GTEX-T5JC-0011-R10A-SM-32PM2.2,Brain - Frontal Cortex (BA9),Brain,14.0,1.0
IGL,G65588.GTEX-13SLW-0011-R3b.3,Brain - Anterior cingulate cortex (BA24),Brain,12.8,1.0
IGL,G59097.GTEX-11UD2-0126.6,Adipose - Subcutaneous,Adipose Tissue,13.0,1.0
IGL,G63156.GTEX-132NY-2726.2,Colon - Sigmoid,Colon,nan,nan
IGL,G33932.GTEX-PWN1-0726-SM-48TDR.1,Esophagus - Muscularis,Esophagus,11.9583333333,1.0
IGL,G63923.GTEX-145MO-2226.2,Stomach,Stomach,12.6243093923,2.0
IGL,G33624.GTEX-RM2N-0926-SM-48FD1.4,Colon - Transverse,Colon,12.5021043771,1.0
IGL,G34462.GTEX-XQ8I-1426-SM-4BOPW.7,Adipose - Visceral (Omentum),Adipose Tissue,12.4827586207,2.0
IGL,G62930.GTEX-144GL-0011-R11b.3,Brain - Cerebellar Hemisphere,Brain,13.0,1.0
IGL,G60248.GTEX-13OVJ-2726.2,Brain - Cerebellum,Brain,12.6666666667,1.0
IGL,G35560.GTEX-XYKS-2726-SM-4E3IC.4,Adipose - Subcutaneous,Adipose Tissue,12.4444444444,2.0
IGL,G62347.GTEX-111FC-0626.2,Heart - Atrial Appendage,Heart,12.0,1.0
IGL,G61957.GTEX-139TT-2126.2,Skin - Not Sun Exposed (Suprapubic),Skin,12.4444444444,1.0
IGL,G61999.GTEX-13CF3-1126.2,Adipose - Visceral (Omentum),Adipose Tissue,12.5319148936,1.0
IGL,G35209.GTEX-T6MO-0526-SM-4DM6R.1,Esophagus - Mucosa,Esophagus,12.4894514768,1.0
IGL,G21098.GTEX-TKQ2-0006-SM-33HBH.1,Whole Blood,Blood,12.5304878049,2.0
IGL,G35261.GTEX-TKQ2-1326-SM-4DXT9.7,Colon - Transverse,Colon,12.480359147,1.0
IGL,G23482.GTEX-WEY5-1926-SM-3GIL8.1,Adipose - Subcutaneous,Adipose Tissue,12.4,2.5
IGL,G62773.GTEX-13YAN-0426.3,Adipose - Subcutaneous,Adipose Tissue,13.0,1.0
IGL,G47096.GTEX-YEC3-0008.1,Cells - Transformed fibroblasts,Skin,12.6666666667,1.0
IGL,G53788.GTEX-11WQC-0011-R6a.2,Brain - Nucleus accumbens (basal ganglia),Brain,12.4,1.0
IGL,G33923.GTEX-OXRP-0126-SM-48TDI.1,Skin - Sun Exposed (Lower leg),Skin,12.4444444444,1.0
IGL,G65072.GTEX-ZDXO-0126.2,Breast - Mammary Tissue,Breast,11.0,1.0
IGL,G25924.GTEX-WXYG-0926-SM-3NB2O.2,Adipose - Visceral (Omentum),Adipose Tissue,12.3157894737,1.5
IGL,G22940.GTEX-U8XE-0526-SM-3DB8R.1,Nerve - Tibial,Nerve,12.75,1.0
IGL,G65606.GTEX-13QJ3-0626.3,Artery - Tibial,Blood Vessel,12.8181818182,1.0
IGL,G34267.GTEX-XBEW-1326-SM-4AT63.2,Esophagus - Mucosa,Esophagus,12.6645962733,1.0
IGL,G34519.GTEX-XUW1-2326-SM-4BOO5.7,Breast - Mammary Tissue,Breast,12.4752851711,1.0
IGL,G45216.GTEX-Z93S-0011-R7b.2,Brain - Putamen (basal ganglia),Brain,13.0,1.0
IGL,G21126.GTEX-OHPM-0326-SM-33HCA.1,Heart - Left Ventricle,Heart,12.5714285714,1.0
IGL,G41179.GTEX-WL46-1226.5,Esophagus - Gastroesophageal Junction,Esophagus,12.5739130435,1.0
IGL,G25883.GTEX-OIZH-1326-SM-3NB1H.2,Adrenal Gland,Adrenal Gland,12.4098360656,1.0
IGL,G41004.GTEX-WFON-1726-SM-4LVMQ.3,Liver,Liver,12.5174129353,1.0
IGL,G29343.GTEX-WHSB-1826-SM-3TW8M.1,Muscle - Skeletal,Muscle,12.6,1.0
IGL,G63947.GTEX-14753-0226.2,Artery - Tibial,Blood Vessel,12.7142857143,1.0
IGL,G64182.GTEX-14ASI-1126.1,Artery - Aorta,Blood Vessel,12.8095238095,1.0
IGL,G62789.GTEX-13QIC-0011-R10a.3,Brain - Frontal Cortex (BA9),Brain,nan,nan
IGL,G34400.GTEX-XOTO-3026-SM-4B65M.3,Brain - Cortex,Brain,13.0,1.0
IGL,G35337.GTEX-TKQ1-1326-SM-4DXU7.7,Nerve - Tibial,Nerve,12.7142857143,1.0
IGL,G23387.GTEX-UPK5-0326-SM-3GAF3.1,Heart - Left Ventricle,Heart,12.375,1.0
IGL,G64362.GTEX-13QJC-0726.1,Liver,Liver,12.275,1.0
IGL,G63175.GTEX-145MI-0011-R6a.2,Brain - Nucleus accumbens (basal ganglia),Brain,nan,nan
IGL,G26563.GTEX-P44G-1126-SM-3NM9D.1,Liver,Liver,12.6976744186,1.0
IGL,G18699.GTEX-R55E-0011-R7A-SM-2TC5Z.2,Brain - Putamen (basal ganglia),Brain,12.0,1.0
IGL,G64194.GTEX-147F4-0226.1,Skin - Sun Exposed (Lower leg),Skin,12.0,2.0
IGL,G63076.GTEX-145LU-0011-R10a.2,Brain - Frontal Cortex (BA9),Brain,12.0,1.0
IGL,G32772.GTEX-X4XY-1626-SM-46MVN.2,Liver,Liver,12.4666666667,1.0
IGL,G26729.GTEX-P78B-1826-SM-3P5YX.2,Stomach,Stomach,12.5342960289,2.0
IGL,G16601.GTEX-OHPJ-1626.2,Muscle - Skeletal,Muscle,12.0,1.0
IGL,G63141.GTEX-11P81-0726.2,Adipose - Visceral (Omentum),Adipose Tissue,12.5154185022,2.0
IGL,G16723.GTEX-N7MT-0011-R4a.3,Brain - Amygdala,Brain,11.6666666667,2.0
IGL,G63133.GTEX-YEC3-1426.2,Stomach,Stomach,nan,nan
IGL,G19478.GTEX-PVOW-1026-SM-2XCF9.2,Lung,Lung,12.5612244898,2.0
IGL,G33990.GTEX-S3XE-0126-SM-4AD4R.3,Adrenal Gland,Adrenal Gland,12.347826087,1.0
IGL,G46925.GTEX-Y8E4-1026.1,Muscle - Skeletal,Muscle,12.4,1.0
IGL,G34398.GTEX-XOTO-2826-SM-4B65I.3,Prostate,Prostate,12.3076923077,1.0
IGL,G65608.GTEX-13S86-0926.3,Adipose - Visceral (Omentum),Adipose Tissue,12.5306122449,2.0
IGL,G25960.GTEX-WY7C-2726-SM-3NB3P.2,Breast - Mammary Tissue,Breast,12.8571428571,1.0
IGL,G19434.GTEX-SIU7-1726-SM-2XCDZ.1,Skin - Sun Exposed (Lower leg),Skin,12.4375,1.0
IGL,G62525.GTEX-ZVZP-0126.2,Artery - Aorta,Blood Vessel,12.5333333333,3.0
IGL,G46913.GTEX-Y8LW-0126.1,Spleen,Spleen,12.5936722075,2.0
IGL,G33871.GTEX-P4PP-0926-SM-48TBZ.1,Spleen,Spleen,12.4970477724,1.0
IGL,G26779.GTEX-POMQ-0626-SM-3P61E.2,Esophagus - Muscularis,Esophagus,12.4347826087,1.0
IGL,G35616.GTEX-NFK9-0008-SM-4E3JE.4,Cells - Transformed fibroblasts,Skin,12.5,1.0
IGL,G61211.GTEX-YJ8A-0526.3,Adipose - Subcutaneous,Adipose Tissue,13.0,1.0
IGL,G48674.GTEX-ZDTS-0126.1,Skin - Sun Exposed (Lower leg),Skin,12.0,1.0
IGL,G32396.GTEX-QLQW-0126-SM-447BK.3,Spleen,Spleen,12.6208167896,1.0
IGL,G63022.GTEX-145MH-0011-R11a.3,Brain - Cerebellar Hemisphere,Brain,nan,nan
IGL,G61807.GTEX-11TT1-0126.2,Adrenal Gland,Adrenal Gland,12.8,1.0
IGL,G65075.GTEX-ZDYS-2126.2,Adipose - Subcutaneous,Adipose Tissue,13.125,2.5
IGL,G32977.GTEX-XBED-1626-SM-47JYN.3,Breast - Mammary Tissue,Breast,12.5638051044,2.0
IGL,G62584.GTEX-146FH-1626.2,Esophagus - Muscularis,Esophagus,12.25,1.0
IGL,G64377.GTEX-13QJC-0526.1,Lung,Lung,12.4543806647,1.0
IGL,G26809.GTEX-X4EP-0011-R6A-SM-3P629.2,Brain - Nucleus accumbens (basal ganglia),Brain,12.4848484848,1.0
IGL,G26709.GTEX-X261-1026-SM-3NMDL.1,Lung,Lung,12.5,1.0
IGL,G62770.GTEX-13VXU-0011-R5a.3,Brain - Caudate (basal ganglia),Brain,nan,nan
IGL,G58532.GTEX-12ZZY-0726.2,Skin - Not Sun Exposed (Suprapubic),Skin,12.0,1.0
IGL,G35199.GTEX-T5JC-0726-SM-4DM55.1,Testis,Testis,12.5,1.0
IGL,G23427.GTEX-VUSG-1426-SM-3GIJN.1,Adipose - Visceral (Omentum),Adipose Tissue,12.5,3.0
IGL,G62870.GTEX-11EI6-1526.3,Esophagus - Mucosa,Esophagus,12.5531914894,1.0
IGL,G47075.GTEX-Y8LW-0626.3,Esophagus - Muscularis,Esophagus,12.6,1.0
IGL,G33935.GTEX-PWOO-0008-SM-48TDU.1,Cells - Transformed fibroblasts,Skin,12.5714285714,1.0
IGL,G63151.GTEX-11P82-1826.2,Muscle - Skeletal,Muscle,12.125,1.0
IGL,G64111.GTEX-1122O-0008.1,Cells - Transformed fibroblasts,Skin,nan,nan
IGL,G16747.K-562.3,Cells - Leukemia cell line (CML),Bone Marrow,12.0,1.0
IGL,G42263.GTEX-X3Y1-1226.3,Esophagus - Muscularis,Esophagus,13.75,1.0
IGL,G61148.GTEX-YECK-1626.3,Esophagus - Mucosa,Esophagus,12.3571428571,1.0
IGL,G33970.GTEX-S32W-1526-SM-4AD6Z.3,Cervix - Ectocervix,Cervix Uteri,12.2692307692,1.0
IGL,G35160.GTEX-SJXC-1226-SM-4DM78.2,Liver,Liver,12.0,1.0
IGL,G62108.GTEX-14BMU-0006.2,Whole Blood,Blood,12.3095238095,1.0
IGL,G41097.GTEX-WHPG-2126.3,Adipose - Subcutaneous,Adipose Tissue,12.5,2.0
IGL,G63025.GTEX-145MH-0011-R3b.3,Brain - Anterior cingulate cortex (BA24),Brain,13.5,1.0
IGL,G62184.GTEX-145ME-1826.2,Skin - Sun Exposed (Lower leg),Skin,12.5,1.0
IGL,G64388.GTEX-13S86-2326.1,Muscle - Skeletal,Muscle,12.4285714286,1.0
IGL,G19357.GTEX-S7SF-1826-SM-3K2AD.1,Adipose - Subcutaneous,Adipose Tissue,12.5714285714,1.0
IGL,G59081.GTEX-11UD1-0326.6,Muscle - Skeletal,Muscle,13.0,1.0
IGL,G64034.GTEX-148VJ-2926.1,Pituitary,Pituitary,11.5,1.0
IGL,G19376.GTEX-S4UY-0526-SM-3K2AN.1,Muscle - Skeletal,Muscle,12.3333333333,1.0
IGL,G34499.GTEX-XUJ4-1326-SM-4BOQ9.7,Ovary,Ovary,12.347826087,1.0
IGL,G19417.GTEX-S7SE-0011-R7A-SM-2XCDI.1,Brain - Putamen (basal ganglia),Brain,13.0,1.0
IGL,G18055.GTEX-OHPN-0011-R9A-SM-2YUMN.1,Brain - Spinal cord (cervical c-1),Brain,11.6666666667,4.0
IGL,G60774.GTEX-13JVG-0011-R1a.2,Brain - Hippocampus,Brain,11.6666666667,1.0
IGL,G61962.GTEX-131XW-3126.2,Brain - Cortex,Brain,12.0,1.0
IGL,G64288.GTEX-YJ8O-0126.1,Artery - Coronary,Blood Vessel,12.5,1.0
IGL,G33912.GTEX-PWCY-0926-SM-48TD7.1,Stomach,Stomach,12.4417504435,1.0
IGL,G65542.GTEX-POMQ-0006.3,Whole Blood,Blood,12.3924731183,1.0
IGL,G47159.GTEX-YECK-0226.1,Adipose - Subcutaneous,Adipose Tissue,12.2727272727,4.0
IGL,G62332.GTEX-11EM3-1226.2,Skin - Not Sun Exposed (Suprapubic),Skin,12.5,1.0
IGL,G65229.GTEX-14E6E-1226.2,Spleen,Spleen,12.4779170397,1.0
IGL,G26756.GTEX-WHSE-0011-R6A-SM-3P5ZP.2,Brain - Nucleus accumbens (basal ganglia),Brain,12.6,1.0
IGL,G23445.GTEX-VUSG-0926-SM-3GIK6.1,Lung,Lung,12.381489842,1.0
IGL,G62723.GTEX-145MH-2326.2,Testis,Testis,11.8888888889,1.0
IGL,G35596.GTEX-X5EB-1526-SM-4E3JC.4,Esophagus - Mucosa,Esophagus,12.4178082192,2.0
IGL,G23408.GTEX-QEL4-0526-SM-3GIJ4.1,Artery - Tibial,Blood Vessel,12.3333333333,1.0
IGL,G61151.GTEX-YFC4-1526.3,Liver,Liver,12.641025641,1.0
IGL,G65198.GTEX-13RTJ-2226.2,Kidney - Cortex,Kidney,12.4,1.0
IGL,G19398.GTEX-S7SF-0006-SM-3K2B6.1,Whole Blood,Blood,12.5424836601,1.0
IGL,G33865.GTEX-P44H-0726-SM-48TBT.1,Heart - Left Ventricle,Heart,12.6875,1.0
IGL,G53805.GTEX-11ZUS-0011-R11b.2,Brain - Cerebellar Hemisphere,Brain,12.3333333333,1.0
IGL,G18433.GTEX-QVJO-1426-SM-2S1QY.1,Brain - Cortex,Brain,nan,nan
IGL,G42237.K-562.5,Cells - Leukemia cell line (CML),Bone Marrow,12.5,1.0
IGL,G62943.GTEX-YJ8O-1226.3,Vagina,Vagina,12.5714285714,1.0
IGL,G65600.GTEX-13S7M-0126.3,Skin - Sun Exposed (Lower leg),Skin,12.0,2.0
IGL,G63103.GTEX-1445S-0011-R4a.2,Brain - Amygdala,Brain,13.25,1.0
IGL,G26718.GTEX-X3Y1-2026-SM-3P5YM.2,Skin - Not Sun Exposed (Suprapubic),Skin,12.5,1.0
IGL,G62362.GTEX-11P82-0006.2,Whole Blood,Blood,12.3935119887,1.0
IGL,G23385.GTEX-R55C-0326-SM-3GAF1.1,Heart - Left Ventricle,Heart,11.6666666667,1.0
IGL,G34008.GTEX-S4P3-0426-SM-4AD56.3,Esophagus - Mucosa,Esophagus,12.3915857605,1.0
IGL,G62232.GTEX-14BIL-0326.2,Muscle - Skeletal,Muscle,13.2,1.0
IGL,G42268.GTEX-X15G-1526.3,Colon - Sigmoid,Colon,13.0,1.0
IGL,G46543.GTEX-Y114-0008.2,Cells - Transformed fibroblasts,Skin,12.7777777778,1.0
IGL,G65243.GTEX-14ICL-1126.2,Pancreas,Pancreas,12.2121212121,1.0
IGL,G40980.GTEX-WFG8-0126-SM-4LVMH.3,Adrenal Gland,Adrenal Gland,12.3157894737,1.0
IGL,G62586.GTEX-1497J-0826.2,Kidney - Cortex,Kidney,13.0,1.5
IGL,G33622.GTEX-RM2N-1126-SM-48FCY.4,Prostate,Prostate,12.6470588235,1.0
IGL,G16679.GTEX-P4QS-0005.3,Whole Blood,Blood,12.3928571429,1.0
IGL,G18468.GTEX-P4QR-0326-SM-2S1NU.1,Skin - Sun Exposed (Lower leg),Skin,11.0,1.0
IGL,G40887.GTEX-W5WG-1726-SM-4LMI5.3,Stomach,Stomach,12.4418604651,1.0
IGL,G53820.GTEX-12WSC-2826.2,Skin - Not Sun Exposed (Suprapubic),Skin,12.1111111111,1.0
IGL,G33682.GTEX-QXCU-0926-SM-48FEP.4,Artery - Aorta,Blood Vessel,12.3303571429,2.0
IGL,G19306.GTEX-RVPU-0011-R6A-SM-2XCAC.1,Brain - Nucleus accumbens (basal ganglia),Brain,nan,nan
IGL,G62154.GTEX-13OVH-3126.2,Pituitary,Pituitary,13.0,1.0
IGL,G46550.GTEX-Y114-1926.2,Vagina,Vagina,12.6551724138,1.0
IGL,G59628.GTEX-ZZPU-1326.3,Thyroid,Thyroid,12.5356415479,1.0
IGL,G59254.GTEX-12BJ1-2626.3,Nerve - Tibial,Nerve,12.6,1.0
IGL,G62448.GTEX-14H4A-0006.2,Whole Blood,Blood,12.5,1.0
IGL,G63006.GTEX-145MG-0011-R7b.3,Brain - Putamen (basal ganglia),Brain,nan,nan
IGL,G18410.GTEX-QV31-1526-SM-2S1QB.1,Nerve - Tibial,Nerve,12.6666666667,1.0
IGL,G23356.GTEX-QVUS-0011-R4A-SM-3GAE7.1,Brain - Amygdala,Brain,13.0,1.0
IGL,G26714.GTEX-VJYA-1726-SM-3NMDQ.1,Nerve - Tibial,Nerve,12.4492753623,2.0
IGL,G19460.GTEX-P44H-0011-R3A-SM-2XCEQ.2,Brain - Anterior cingulate cortex (BA24),Brain,13.0,1.0
IGL,G32441.GTEX-QMR6-0008-SM-447AV.2,Cells - Transformed fibroblasts,Skin,12.8333333333,1.0
IGL,G46547.GTEX-Y114-1626.2,Colon - Sigmoid,Colon,12.4696969697,1.0
IGL,G40772.GTEX-VUSG-1726-SM-4KKZL.2,Small Intestine - Terminal Ileum,Small Intestine,12.4371816638,1.0
IGL,G25651.GTEX-WRHU-0726-SM-3MJFL.1,Artery - Tibial,Blood Vessel,12.8888888889,1.0
IGL,G62092.GTEX-13NZB-2226.2,Artery - Tibial,Blood Vessel,12.0,1.0
IGL,G35320.GTEX-U3ZM-0526-SM-4DXTB.7,Esophagus - Mucosa,Esophagus,12.4561403509,1.0
IGL,G32733.K-562-SM-46MWI.2,Cells - Leukemia cell line (CML),Bone Marrow,nan,nan
IGL,G25876.GTEX-OXRK-1326-SM-3NB1A.2,Esophagus - Mucosa,Esophagus,12.497826087,1.0
